Provinces,category,commodity,year,month,price/unit(KSH)
Eastern,cereals and tubers,Sorghum,2018,12,60.0
Eastern,cereals and tubers,Sorghum,2019,1,60.0
Eastern,cereals and tubers,Sorghum,2019,4,60.0
Eastern,cereals and tubers,Sorghum,2019,5,57.5
Eastern,cereals and tubers,Sorghum,2019,6,50.0
Eastern,cereals and tubers,Sorghum,2019,7,50.0
Eastern,cereals and tubers,Sorghum,2019,8,50.0
Eastern,cereals and tubers,Sorghum,2019,11,50.0
Eastern,cereals and tubers,Sorghum,2019,12,50.0
Eastern,cereals and tubers,Sorghum,2020,1,65.83
Eastern,cereals and tubers,Sorghum (white),2021,3,37.5
Eastern,cereals and tubers,Sorghum (white),2021,5,35.0
Eastern,cereals and tubers,Sorghum (white),2021,11,70.83
Eastern,cereals and tubers,Sorghum (white),2021,12,75.0
Eastern,cereals and tubers,Sorghum (white),2022,1,73.12
Eastern,cereals and tubers,Sorghum (white),2022,2,67.5
Eastern,cereals and tubers,Sorghum (white),2022,4,56.25
Eastern,cereals and tubers,Sorghum (white),2022,6,65.0
Eastern,cereals and tubers,Sorghum (white),2022,11,132.5
Eastern,cereals and tubers,Sorghum (white),2023,5,75.0
Eastern,pulses and nuts,Beans (dolichos),2021,3,100.0
Eastern,pulses and nuts,Beans (dolichos),2021,5,100.0
Eastern,pulses and nuts,Beans (dolichos),2021,6,100.0
Eastern,pulses and nuts,Beans (dolichos),2022,1,80.0
Eastern,pulses and nuts,Beans (dolichos),2022,3,80.0
Eastern,pulses and nuts,Beans (dolichos),2022,4,80.0
Eastern,pulses and nuts,Beans (dolichos),2022,5,80.0
Eastern,pulses and nuts,Beans (dolichos),2022,6,190.0
Eastern,pulses and nuts,Beans (dolichos),2022,8,95.0
Eastern,pulses and nuts,Beans (dolichos),2022,10,110.0
Eastern,pulses and nuts,Beans (dolichos),2022,12,120.0
Eastern,pulses and nuts,Beans (rosecoco),2021,2,76.66499999999999
Eastern,pulses and nuts,Beans (rosecoco),2021,3,78.9
Eastern,pulses and nuts,Beans (rosecoco),2021,4,76.4
Eastern,pulses and nuts,Beans (rosecoco),2021,5,86.26
Eastern,pulses and nuts,Beans (rosecoco),2021,6,80.0
Eastern,pulses and nuts,Beans (rosecoco),2021,7,80.0
Eastern,pulses and nuts,Beans (rosecoco),2021,9,70.83500000000001
Eastern,pulses and nuts,Beans (rosecoco),2021,10,80.0
Eastern,pulses and nuts,Beans (rosecoco),2022,1,67.5
Eastern,pulses and nuts,Beans (rosecoco),2022,2,70.0
Eastern,pulses and nuts,Beans (rosecoco),2022,3,66.67
Eastern,pulses and nuts,Beans (rosecoco),2022,4,70.0
Eastern,pulses and nuts,Beans (rosecoco),2022,6,80.01
Eastern,pulses and nuts,Beans (rosecoco),2022,9,116.0
Eastern,pulses and nuts,Beans (rosecoco),2022,10,132.0
Eastern,pulses and nuts,Beans (yellow),2021,1,79.7
Eastern,pulses and nuts,Beans (yellow),2021,2,86.67
Eastern,pulses and nuts,Beans (yellow),2021,3,84.24333333333334
Eastern,pulses and nuts,Beans (yellow),2021,4,80.0
Eastern,pulses and nuts,Beans (yellow),2021,5,90.0
Eastern,pulses and nuts,Beans (yellow),2021,6,89.0
Eastern,pulses and nuts,Beans (yellow),2021,7,70.0
Eastern,pulses and nuts,Beans (yellow),2021,9,87.9
Eastern,pulses and nuts,Beans (yellow),2021,10,93.965
Eastern,pulses and nuts,Beans (yellow),2021,11,100.0
Eastern,pulses and nuts,Beans (yellow),2021,12,90.0
Eastern,pulses and nuts,Beans (yellow),2022,1,80.0
Eastern,pulses and nuts,Beans (yellow),2022,3,92.0
Eastern,pulses and nuts,Beans (yellow),2022,4,82.19
Eastern,pulses and nuts,Beans (yellow),2022,5,88.435
Eastern,pulses and nuts,Beans (yellow),2022,6,100.83500000000001
Eastern,pulses and nuts,Beans (yellow),2022,7,108.33
Eastern,pulses and nuts,Beans (yellow),2022,8,125.0
Eastern,pulses and nuts,Beans (yellow),2022,9,118.0
Eastern,pulses and nuts,Beans (yellow),2022,10,155.625
Eastern,pulses and nuts,Beans (yellow),2022,11,175.0
Eastern,pulses and nuts,Beans (yellow),2023,5,150.0
Eastern,pulses and nuts,Cowpeas,2021,1,50.0
Eastern,pulses and nuts,Cowpeas,2021,2,60.0
Eastern,pulses and nuts,Cowpeas,2021,3,54.165
Eastern,pulses and nuts,Cowpeas,2021,4,51.665
Eastern,pulses and nuts,Cowpeas,2021,5,45.0
Eastern,pulses and nuts,Cowpeas,2021,6,78.89999999999999
Eastern,pulses and nuts,Cowpeas,2021,7,61.864999999999995
Eastern,pulses and nuts,Cowpeas,2021,9,68.75
Eastern,pulses and nuts,Cowpeas,2021,10,70.0
Eastern,pulses and nuts,Cowpeas,2021,11,78.33
Eastern,pulses and nuts,Cowpeas,2021,12,100.0
Eastern,pulses and nuts,Cowpeas,2022,1,80.0
Eastern,pulses and nuts,Cowpeas,2022,2,83.125
Eastern,pulses and nuts,Cowpeas,2022,3,65.62
Eastern,pulses and nuts,Cowpeas,2022,4,82.08333333333333
Eastern,pulses and nuts,Cowpeas,2022,5,73.75
Eastern,pulses and nuts,Cowpeas,2022,6,101.25
Eastern,pulses and nuts,Cowpeas,2022,7,98.75
Eastern,pulses and nuts,Cowpeas,2022,8,100.83500000000001
Eastern,pulses and nuts,Cowpeas,2022,9,104.55666666666667
Eastern,pulses and nuts,Cowpeas,2022,10,125.0
Eastern,pulses and nuts,Cowpeas,2022,11,137.5
Eastern,vegetables and fruits,Cabbage,2021,1,25.0
Eastern,vegetables and fruits,Cabbage,2021,3,16.25
Eastern,vegetables and fruits,Cabbage,2021,4,23.5
Eastern,vegetables and fruits,Cabbage,2021,5,17.45
Eastern,vegetables and fruits,Cabbage,2021,6,25.0
Eastern,vegetables and fruits,Cabbage,2021,7,33.125
Eastern,vegetables and fruits,Cabbage,2021,8,25.0
Eastern,vegetables and fruits,Cabbage,2021,9,21.5
Eastern,vegetables and fruits,Cabbage,2021,10,23.65
Eastern,vegetables and fruits,Cabbage,2021,11,27.5
Eastern,vegetables and fruits,Cabbage,2021,12,35.0
Eastern,vegetables and fruits,Cabbage,2022,1,28.13
Eastern,vegetables and fruits,Cabbage,2022,2,25.939999999999998
Eastern,vegetables and fruits,Cabbage,2022,3,36.25
Eastern,vegetables and fruits,Cabbage,2022,5,43.75
Eastern,vegetables and fruits,Cabbage,2022,6,30.415
Eastern,vegetables and fruits,Cabbage,2022,8,26.0
Eastern,vegetables and fruits,Cabbage,2022,9,35.0
Eastern,vegetables and fruits,Cabbage,2022,10,35.0
Eastern,vegetables and fruits,Cabbage,2022,11,30.0
Eastern,vegetables and fruits,Cabbage,2023,5,50.0
Eastern,vegetables and fruits,Kale,2021,1,25.0
Eastern,vegetables and fruits,Kale,2021,3,18.76
Eastern,vegetables and fruits,Kale,2021,4,18.34
Eastern,vegetables and fruits,Kale,2021,6,24.0
Eastern,vegetables and fruits,Kale,2021,7,25.0
Eastern,vegetables and fruits,Kale,2021,8,25.0
Eastern,vegetables and fruits,Kale,2021,9,29.38
Eastern,vegetables and fruits,Kale,2021,11,30.0
Eastern,vegetables and fruits,Kale,2021,12,20.0
Eastern,vegetables and fruits,Kale,2022,1,26.88
Eastern,vegetables and fruits,Kale,2022,2,42.5
Eastern,vegetables and fruits,Kale,2022,3,33.54
Eastern,vegetables and fruits,Kale,2022,5,32.5
Eastern,vegetables and fruits,Kale,2022,6,38.75
Eastern,vegetables and fruits,Kale,2022,9,30.0
Eastern,vegetables and fruits,Kale,2022,10,28.625
Eastern,vegetables and fruits,Kale,2022,11,30.0
Eastern,vegetables and fruits,Kale,2022,12,30.0
Eastern,vegetables and fruits,Kale,2023,5,20.0
Eastern,vegetables and fruits,Onions (dry),2021,1,48.666666666666664
Eastern,vegetables and fruits,Onions (dry),2021,2,53.333333333333336
Eastern,vegetables and fruits,Onions (dry),2021,3,50.333333333333336
Eastern,vegetables and fruits,Onions (dry),2021,4,53.8275
Eastern,vegetables and fruits,Onions (dry),2021,5,60.333333333333336
Eastern,vegetables and fruits,Onions (dry),2021,7,51.666666666666664
Eastern,vegetables and fruits,Onions (dry),2021,8,50.0
Eastern,vegetables and fruits,Onions (dry),2021,9,58.15
Eastern,vegetables and fruits,Onions (dry),2021,10,58.0
Eastern,vegetables and fruits,Onions (dry),2021,11,60.917500000000004
Eastern,vegetables and fruits,Onions (dry),2021,12,68.77000000000001
Eastern,vegetables and fruits,Onions (dry),2022,1,66.88499999999999
Eastern,vegetables and fruits,Onions (dry),2022,2,60.0
Eastern,vegetables and fruits,Onions (dry),2022,3,71.19666666666667
Eastern,vegetables and fruits,Onions (dry),2022,4,103.75
Eastern,vegetables and fruits,Onions (dry),2022,5,101.0
Eastern,vegetables and fruits,Onions (dry),2022,6,60.0
Eastern,vegetables and fruits,Onions (dry),2022,7,55.0
Eastern,vegetables and fruits,Onions (dry),2022,8,53.5
Eastern,vegetables and fruits,Onions (dry),2022,9,54.666666666666664
Eastern,vegetables and fruits,Onions (dry),2022,10,50.5
Eastern,vegetables and fruits,Onions (dry),2022,11,50.0
Eastern,vegetables and fruits,Onions (dry),2022,12,40.0
Eastern,vegetables and fruits,Onions (dry),2023,7,96.85
Eastern,vegetables and fruits,Tomatoes,2021,1,42.14
Eastern,vegetables and fruits,Tomatoes,2021,2,39.09
Eastern,vegetables and fruits,Tomatoes,2021,3,37.25
Eastern,vegetables and fruits,Tomatoes,2021,4,52.22
Eastern,vegetables and fruits,Tomatoes,2021,5,52.5
Eastern,vegetables and fruits,Tomatoes,2021,6,47.35
Eastern,vegetables and fruits,Tomatoes,2021,7,41.07
Eastern,vegetables and fruits,Tomatoes,2021,9,43.083333333333336
Eastern,vegetables and fruits,Tomatoes,2021,10,43.68
Eastern,vegetables and fruits,Tomatoes,2021,11,40.0
Eastern,vegetables and fruits,Tomatoes,2022,1,39.11
Eastern,vegetables and fruits,Tomatoes,2022,2,42.016666666666666
Eastern,vegetables and fruits,Tomatoes,2022,3,45.0
Eastern,vegetables and fruits,Tomatoes,2022,4,54.23
Eastern,vegetables and fruits,Tomatoes,2022,5,55.64000000000001
Eastern,vegetables and fruits,Tomatoes,2022,6,49.375
Eastern,vegetables and fruits,Tomatoes,2022,7,38.75
Eastern,vegetables and fruits,Tomatoes,2022,8,68.26
Eastern,vegetables and fruits,Tomatoes,2022,9,41.5
Eastern,vegetables and fruits,Tomatoes,2022,10,30.0
Eastern,vegetables and fruits,Tomatoes,2022,11,47.84
Eastern,vegetables and fruits,Tomatoes,2023,7,38.3
Nairobi,cereals and tubers,Maize,2006,2,16.41
Nairobi,cereals and tubers,Maize,2006,4,17.02
Nairobi,cereals and tubers,Maize,2006,6,16.96
Nairobi,cereals and tubers,Maize,2006,8,17.5
Nairobi,cereals and tubers,Maize,2006,10,14.34
Nairobi,cereals and tubers,Maize,2006,11,14.19
Nairobi,cereals and tubers,Maize,2006,12,13.34
Nairobi,cereals and tubers,Maize,2007,1,15.0
Nairobi,cereals and tubers,Maize,2007,4,12.71
Nairobi,cereals and tubers,Maize,2007,5,13.53
Nairobi,cereals and tubers,Maize,2007,7,13.4
Nairobi,cereals and tubers,Maize,2007,8,13.17
Nairobi,cereals and tubers,Maize,2007,10,13.43
Nairobi,cereals and tubers,Maize,2007,11,13.68
Nairobi,cereals and tubers,Maize,2008,3,15.05
Nairobi,cereals and tubers,Maize,2008,4,16.04
Nairobi,cereals and tubers,Maize,2008,5,20.46
Nairobi,cereals and tubers,Maize,2008,6,23.5
Nairobi,cereals and tubers,Maize,2008,8,22.31
Nairobi,cereals and tubers,Maize,2008,9,21.5
Nairobi,cereals and tubers,Maize,2008,10,25.11
Nairobi,cereals and tubers,Maize,2009,2,26.19
Nairobi,cereals and tubers,Maize,2009,3,29.67
Nairobi,cereals and tubers,Maize,2009,5,33.27
Nairobi,cereals and tubers,Maize,2009,7,28.05
Nairobi,cereals and tubers,Maize,2009,9,28.39
Nairobi,cereals and tubers,Maize,2009,10,25.82
Nairobi,cereals and tubers,Maize,2009,11,26.93
Nairobi,cereals and tubers,Maize,2009,12,29.28
Nairobi,cereals and tubers,Maize,2010,1,27.28
Nairobi,cereals and tubers,Maize,2010,3,22.69
Nairobi,cereals and tubers,Maize,2010,4,22.28
Nairobi,cereals and tubers,Maize,2010,8,15.25
Nairobi,cereals and tubers,Maize,2010,12,16.95
Nairobi,cereals and tubers,Maize,2011,1,16.8
Nairobi,cereals and tubers,Maize,2011,2,20.92
Nairobi,cereals and tubers,Maize,2011,6,39.77
Nairobi,cereals and tubers,Maize,2011,7,45.58
Nairobi,cereals and tubers,Maize,2011,8,42.93
Nairobi,cereals and tubers,Maize,2011,9,34.0
Nairobi,cereals and tubers,Maize,2011,10,33.63
Nairobi,cereals and tubers,Maize,2011,11,35.52
Nairobi,cereals and tubers,Maize,2011,12,35.72
Nairobi,cereals and tubers,Maize,2012,1,34.49
Nairobi,cereals and tubers,Maize,2012,4,30.54
Nairobi,cereals and tubers,Maize,2012,5,35.96
Nairobi,cereals and tubers,Maize,2012,7,35.59
Nairobi,cereals and tubers,Maize,2012,8,35.22
Nairobi,cereals and tubers,Maize,2012,9,35.88
Nairobi,cereals and tubers,Maize,2012,10,37.83
Nairobi,cereals and tubers,Maize,2012,11,37.86
Nairobi,cereals and tubers,Maize,2013,2,30.97
Nairobi,cereals and tubers,Maize,2013,3,31.55
Nairobi,cereals and tubers,Maize,2013,4,31.0
Nairobi,cereals and tubers,Maize,2013,7,31.23
Nairobi,cereals and tubers,Maize,2013,8,29.31
Nairobi,cereals and tubers,Maize,2013,10,33.7
Nairobi,cereals and tubers,Maize,2013,11,34.18
Nairobi,cereals and tubers,Maize,2013,12,34.05
Nairobi,cereals and tubers,Maize,2014,1,32.7
Nairobi,cereals and tubers,Maize,2014,3,33.0
Nairobi,cereals and tubers,Maize,2014,4,33.04
Nairobi,cereals and tubers,Maize,2014,6,35.0
Nairobi,cereals and tubers,Maize,2014,8,25.94
Nairobi,cereals and tubers,Maize,2014,10,26.12
Nairobi,cereals and tubers,Maize,2014,11,25.57
Nairobi,cereals and tubers,Maize,2014,12,26.39
Nairobi,cereals and tubers,Maize,2015,1,27.57
Nairobi,cereals and tubers,Maize,2015,2,25.48
Nairobi,cereals and tubers,Maize,2015,3,25.57
Nairobi,cereals and tubers,Maize,2015,4,32.77
Nairobi,cereals and tubers,Maize,2015,7,36.92
Nairobi,cereals and tubers,Maize,2015,8,38.2
Nairobi,cereals and tubers,Maize,2015,9,35.69
Nairobi,cereals and tubers,Maize,2015,12,31.77
Nairobi,cereals and tubers,Maize,2016,2,31.09
Nairobi,cereals and tubers,Maize,2016,3,30.43
Nairobi,cereals and tubers,Maize,2016,5,30.81
Nairobi,cereals and tubers,Maize,2016,7,31.96
Nairobi,cereals and tubers,Maize,2016,12,31.8
Nairobi,cereals and tubers,Maize,2017,1,31.86
Nairobi,cereals and tubers,Maize,2017,2,40.52
Nairobi,cereals and tubers,Maize,2017,6,56.0
Nairobi,cereals and tubers,Maize,2017,7,54.05
Nairobi,cereals and tubers,Maize,2017,9,42.4
Nairobi,cereals and tubers,Maize,2017,12,40.73
Nairobi,cereals and tubers,Maize,2018,1,42.27
Nairobi,cereals and tubers,Maize,2018,2,36.86
Nairobi,cereals and tubers,Maize,2018,3,32.97
Nairobi,cereals and tubers,Maize,2018,9,26.2
Nairobi,cereals and tubers,Maize,2018,11,23.43
Nairobi,cereals and tubers,Maize,2019,1,27.11
Nairobi,cereals and tubers,Maize,2019,2,27.08
Nairobi,cereals and tubers,Maize,2019,5,34.74
Nairobi,cereals and tubers,Maize,2019,7,45.29
Nairobi,cereals and tubers,Maize,2019,9,36.45
Nairobi,cereals and tubers,Maize,2019,11,39.91
Nairobi,cereals and tubers,Maize,2019,12,38.34
Nairobi,cereals and tubers,Maize,2020,1,36.85
Nairobi,cereals and tubers,Maize,2020,2,36.64
Nairobi,cereals and tubers,Maize,2020,3,31.38
Nairobi,cereals and tubers,Maize,2020,4,34.66
Nairobi,cereals and tubers,Maize,2020,7,31.96
Nairobi,cereals and tubers,Maize,2020,11,33.77
Nairobi,cereals and tubers,Maize,2021,1,35.05
Nairobi,cereals and tubers,Maize,2021,2,35.92
Nairobi,cereals and tubers,Maize,2021,3,35.95
Nairobi,cereals and tubers,Maize,2021,4,33.59
Nairobi,cereals and tubers,Maize,2021,6,32.83
Nairobi,cereals and tubers,Maize,2021,8,34.0
Nairobi,cereals and tubers,Maize,2021,9,33.81
Nairobi,cereals and tubers,Maize,2021,11,32.87
Nairobi,cereals and tubers,Maize,2022,2,40.04
Nairobi,cereals and tubers,Maize (white),2006,4,17.11
Nairobi,cereals and tubers,Maize (white),2006,6,17.23
Nairobi,cereals and tubers,Maize (white),2006,7,18.79
Nairobi,cereals and tubers,Maize (white),2006,8,17.62
Nairobi,cereals and tubers,Maize (white),2006,9,14.2
Nairobi,cereals and tubers,Maize (white),2006,10,14.37
Nairobi,cereals and tubers,Maize (white),2006,12,13.83
Nairobi,cereals and tubers,Maize (white),2007,1,14.86
Nairobi,cereals and tubers,Maize (white),2007,2,14.69
Nairobi,cereals and tubers,Maize (white),2007,3,13.26
Nairobi,cereals and tubers,Maize (white),2007,4,13.09
Nairobi,cereals and tubers,Maize (white),2007,6,13.38
Nairobi,cereals and tubers,Maize (white),2007,7,13.51
Nairobi,cereals and tubers,Maize (white),2007,8,13.31
Nairobi,cereals and tubers,Maize (white),2007,9,13.76
Nairobi,cereals and tubers,Maize (white),2007,10,13.66
Nairobi,cereals and tubers,Maize (white),2007,11,13.73
Nairobi,cereals and tubers,Maize (white),2008,1,14.97
Nairobi,cereals and tubers,Maize (white),2008,2,14.89
Nairobi,cereals and tubers,Maize (white),2008,3,15.77
Nairobi,cereals and tubers,Maize (white),2008,5,21.33
Nairobi,cereals and tubers,Maize (white),2008,6,24.06
Nairobi,cereals and tubers,Maize (white),2008,7,21.48
Nairobi,cereals and tubers,Maize (white),2008,8,23.12
Nairobi,cereals and tubers,Maize (white),2008,9,23.14
Nairobi,cereals and tubers,Maize (white),2008,11,29.09
Nairobi,cereals and tubers,Maize (white),2008,12,26.79
Nairobi,cereals and tubers,Maize (white),2009,1,24.68
Nairobi,cereals and tubers,Maize (white),2009,2,27.17
Nairobi,cereals and tubers,Maize (white),2009,6,31.71
Nairobi,cereals and tubers,Maize (white),2009,7,29.82
Nairobi,cereals and tubers,Maize (white),2009,8,29.07
Nairobi,cereals and tubers,Maize (white),2009,9,29.44
Nairobi,cereals and tubers,Maize (white),2009,10,26.73
Nairobi,cereals and tubers,Maize (white),2009,12,29.91
Nairobi,cereals and tubers,Maize (white),2010,2,23.94
Nairobi,cereals and tubers,Maize (white),2010,3,23.02
Nairobi,cereals and tubers,Maize (white),2010,4,22.76
Nairobi,cereals and tubers,Maize (white),2010,5,21.89
Nairobi,cereals and tubers,Maize (white),2010,6,21.64
Nairobi,cereals and tubers,Maize (white),2010,7,21.2
Nairobi,cereals and tubers,Maize (white),2010,8,20.0
Nairobi,cereals and tubers,Maize (white),2010,9,19.26
Nairobi,cereals and tubers,Maize (white),2010,10,17.78
Nairobi,cereals and tubers,Maize (white),2010,11,17.78
Nairobi,cereals and tubers,Maize (white),2010,12,19.91
Nairobi,cereals and tubers,Maize (white),2011,1,22.22
Nairobi,cereals and tubers,Maize (white),2011,2,23.19
Nairobi,cereals and tubers,Maize (white),2011,3,24.56
Nairobi,cereals and tubers,Maize (white),2011,4,27.78
Nairobi,cereals and tubers,Maize (white),2011,5,35.48
Nairobi,cereals and tubers,Maize (white),2011,7,46.94
Nairobi,cereals and tubers,Maize (white),2011,8,42.33
Nairobi,cereals and tubers,Maize (white),2011,9,34.58
Nairobi,cereals and tubers,Maize (white),2011,10,33.98
Nairobi,cereals and tubers,Maize (white),2011,11,35.56
Nairobi,cereals and tubers,Maize (white),2012,1,33.33
Nairobi,cereals and tubers,Maize (white),2012,3,29.89
Nairobi,cereals and tubers,Maize (white),2012,4,30.83
Nairobi,cereals and tubers,Maize (white),2012,5,44.44
Nairobi,cereals and tubers,Maize (white),2012,6,40.56
Nairobi,cereals and tubers,Maize (white),2012,7,40.17
Nairobi,cereals and tubers,Maize (white),2012,12,33.26
Nairobi,cereals and tubers,Maize (white),2013,1,33.33
Nairobi,cereals and tubers,Maize (white),2013,3,35.0
Nairobi,cereals and tubers,Maize (white),2013,4,33.11
Nairobi,cereals and tubers,Maize (white),2013,6,33.56
Nairobi,cereals and tubers,Maize (white),2013,8,32.39
Nairobi,cereals and tubers,Maize (white),2013,10,35.01
Nairobi,cereals and tubers,Maize (white),2013,11,35.42
Nairobi,cereals and tubers,Maize (white),2014,1,35.83
Nairobi,cereals and tubers,Maize (white),2014,2,35.94
Nairobi,cereals and tubers,Maize (white),2014,3,35.21
Nairobi,cereals and tubers,Maize (white),2014,4,34.5
Nairobi,cereals and tubers,Maize (white),2014,6,37.16
Nairobi,cereals and tubers,Maize (white),2014,7,37.6
Nairobi,cereals and tubers,Maize (white),2014,8,32.92
Nairobi,cereals and tubers,Maize (white),2014,12,24.63
Nairobi,cereals and tubers,Maize (white),2015,1,26.18
Nairobi,cereals and tubers,Maize (white),2015,2,26.61
Nairobi,cereals and tubers,Maize (white),2015,4,31.48
Nairobi,cereals and tubers,Maize (white),2015,5,33.33
Nairobi,cereals and tubers,Maize (white),2015,6,31.67
Nairobi,cereals and tubers,Maize (white),2015,7,32.04
Nairobi,cereals and tubers,Maize (white),2015,9,32.64
Nairobi,cereals and tubers,Maize (white),2015,10,31.21
Nairobi,cereals and tubers,Maize (white),2015,11,31.4
Nairobi,cereals and tubers,Maize (white),2015,12,29.69
Nairobi,cereals and tubers,Maize (white),2016,2,29.5
Nairobi,cereals and tubers,Maize (white),2016,3,29.33
Nairobi,cereals and tubers,Maize (white),2016,5,29.46
Nairobi,cereals and tubers,Maize (white),2016,7,29.57
Nairobi,cereals and tubers,Maize (white),2016,8,32.1
Nairobi,cereals and tubers,Maize (white),2016,9,32.72
Nairobi,cereals and tubers,Maize (white),2017,3,43.33
Nairobi,cereals and tubers,Maize (white),2017,6,53.51
Nairobi,cereals and tubers,Maize (white),2017,8,40.62
Nairobi,cereals and tubers,Maize (white),2017,9,39.6
Nairobi,cereals and tubers,Maize (white),2017,11,38.54
Nairobi,cereals and tubers,Maize (white),2017,12,33.52
Nairobi,cereals and tubers,Maize (white),2018,2,33.44
Nairobi,cereals and tubers,Maize (white),2018,3,32.9
Nairobi,cereals and tubers,Maize (white),2018,6,29.58
Nairobi,cereals and tubers,Maize (white),2018,7,28.89
Nairobi,cereals and tubers,Maize (white),2018,8,28.14
Nairobi,cereals and tubers,Maize (white),2018,10,22.22
Nairobi,cereals and tubers,Maize (white),2018,11,21.36
Nairobi,cereals and tubers,Maize (white),2018,12,23.47
Nairobi,cereals and tubers,Maize (white),2019,3,25.86
Nairobi,cereals and tubers,Maize (white),2019,4,34.03
Nairobi,cereals and tubers,Maize (white),2019,5,39.03
Nairobi,cereals and tubers,Maize (white),2019,8,41.46
Nairobi,cereals and tubers,Maize (white),2019,11,39.83
Nairobi,cereals and tubers,Maize (white),2019,12,39.78
Nairobi,cereals and tubers,Maize (white),2020,2,37.39
Nairobi,cereals and tubers,"Maize (white, dry)",2021,1,32.5
Nairobi,cereals and tubers,"Maize (white, dry)",2021,2,30.0
Nairobi,cereals and tubers,"Maize (white, dry)",2021,3,28.53
Nairobi,cereals and tubers,"Maize (white, dry)",2021,4,30.78
Nairobi,cereals and tubers,"Maize (white, dry)",2021,6,21.405
Nairobi,cereals and tubers,"Maize (white, dry)",2021,9,37.94
Nairobi,cereals and tubers,"Maize (white, dry)",2021,10,33.32
Nairobi,cereals and tubers,"Maize (white, dry)",2021,11,33.785
Nairobi,cereals and tubers,"Maize (white, dry)",2021,12,32.675
Nairobi,cereals and tubers,"Maize (white, dry)",2022,1,34.3
Nairobi,cereals and tubers,"Maize (white, dry)",2022,2,34.3
Nairobi,cereals and tubers,"Maize (white, dry)",2022,3,36.33
Nairobi,cereals and tubers,"Maize (white, dry)",2022,4,39.17
Nairobi,cereals and tubers,"Maize (white, dry)",2022,5,43.945
Nairobi,cereals and tubers,"Maize (white, dry)",2022,6,51.76
Nairobi,cereals and tubers,"Maize (white, dry)",2022,7,69.72
Nairobi,cereals and tubers,"Maize (white, dry)",2022,8,60.28
Nairobi,cereals and tubers,"Maize (white, dry)",2022,9,63.21
Nairobi,cereals and tubers,"Maize (white, dry)",2022,10,62.75
Nairobi,cereals and tubers,"Maize (white, dry)",2022,11,62.620000000000005
Nairobi,cereals and tubers,"Maize (white, dry)",2022,12,63.43
Nairobi,cereals and tubers,"Maize (white, dry)",2023,1,61.81
Nairobi,cereals and tubers,"Maize (white, dry)",2023,2,58.9
Nairobi,cereals and tubers,"Maize (white, dry)",2023,3,66.52
Nairobi,cereals and tubers,"Maize (white, dry)",2023,4,67.15
Nairobi,cereals and tubers,"Maize (white, dry)",2023,6,76.7
Nairobi,cereals and tubers,Potatoes (Irish),2006,1,13.29
Nairobi,cereals and tubers,Potatoes (Irish),2006,2,13.89
Nairobi,cereals and tubers,Potatoes (Irish),2006,4,27.78
Nairobi,cereals and tubers,Potatoes (Irish),2006,5,32.5
Nairobi,cereals and tubers,Potatoes (Irish),2006,7,13.24
Nairobi,cereals and tubers,Potatoes (Irish),2006,8,11.11
Nairobi,cereals and tubers,Potatoes (Irish),2006,9,11.64
Nairobi,cereals and tubers,Potatoes (Irish),2006,10,13.18
Nairobi,cereals and tubers,Potatoes (Irish),2006,12,22.44
Nairobi,cereals and tubers,Potatoes (Irish),2007,1,28.06
Nairobi,cereals and tubers,Potatoes (Irish),2007,3,32.72
Nairobi,cereals and tubers,Potatoes (Irish),2007,4,31.04
Nairobi,cereals and tubers,Potatoes (Irish),2007,5,22.38
Nairobi,cereals and tubers,Potatoes (Irish),2007,7,11.14
Nairobi,cereals and tubers,Potatoes (Irish),2007,8,17.51
Nairobi,cereals and tubers,Potatoes (Irish),2007,9,14.7
Nairobi,cereals and tubers,Potatoes (Irish),2007,12,15.32
Nairobi,cereals and tubers,Potatoes (Irish),2008,2,17.08
Nairobi,cereals and tubers,Potatoes (Irish),2008,5,21.11
Nairobi,cereals and tubers,Potatoes (Irish),2008,6,21.98
Nairobi,cereals and tubers,Potatoes (Irish),2008,7,23.43
Nairobi,cereals and tubers,Potatoes (Irish),2008,8,23.86
Nairobi,cereals and tubers,Potatoes (Irish),2008,9,32.16
Nairobi,cereals and tubers,Potatoes (Irish),2008,11,25.56
Nairobi,cereals and tubers,Potatoes (Irish),2008,12,24.63
Nairobi,cereals and tubers,Potatoes (Irish),2009,1,28.33
Nairobi,cereals and tubers,Potatoes (Irish),2009,3,38.33
Nairobi,cereals and tubers,Potatoes (Irish),2009,6,31.9
Nairobi,cereals and tubers,Potatoes (Irish),2009,7,22.13
Nairobi,cereals and tubers,Potatoes (Irish),2009,9,26.83
Nairobi,cereals and tubers,Potatoes (Irish),2009,11,34.39
Nairobi,cereals and tubers,Potatoes (Irish),2009,12,29.21
Nairobi,cereals and tubers,Potatoes (Irish),2010,1,25.8
Nairobi,cereals and tubers,Potatoes (Irish),2010,2,19.39
Nairobi,cereals and tubers,Potatoes (Irish),2010,3,18.22
Nairobi,cereals and tubers,Potatoes (Irish),2010,4,25.13
Nairobi,cereals and tubers,Potatoes (Irish),2010,5,25.61
Nairobi,cereals and tubers,Potatoes (Irish),2010,7,33.06
Nairobi,cereals and tubers,Potatoes (Irish),2010,10,36.33
Nairobi,cereals and tubers,Potatoes (Irish),2010,12,29.02
Nairobi,cereals and tubers,Potatoes (Irish),2011,1,33.1
Nairobi,cereals and tubers,Potatoes (Irish),2011,2,36.81
