Provinces,category,commodity,year,month,price/unit(KSH)
Nairobi,cereals and tubers,Potatoes (Irish),2011,5,39.87
Nairobi,cereals and tubers,Potatoes (Irish),2011,7,20.83
Nairobi,cereals and tubers,Potatoes (Irish),2011,8,22.5
Nairobi,cereals and tubers,Potatoes (Irish),2011,9,27.93
Nairobi,cereals and tubers,Potatoes (Irish),2011,10,36.08
Nairobi,cereals and tubers,Potatoes (Irish),2011,12,37.67
Nairobi,cereals and tubers,Potatoes (Irish),2012,4,51.38
Nairobi,cereals and tubers,Potatoes (Irish),2012,5,42.22
Nairobi,cereals and tubers,Potatoes (Irish),2012,6,40.94
Nairobi,cereals and tubers,Potatoes (Irish),2012,7,33.33
Nairobi,cereals and tubers,Potatoes (Irish),2012,8,36.14
Nairobi,cereals and tubers,Potatoes (Irish),2012,11,48.39
Nairobi,cereals and tubers,Potatoes (Irish),2012,12,37.56
Nairobi,cereals and tubers,Potatoes (Irish),2013,1,39.36
Nairobi,cereals and tubers,Potatoes (Irish),2013,2,32.0
Nairobi,cereals and tubers,Potatoes (Irish),2013,3,37.73
Nairobi,cereals and tubers,Potatoes (Irish),2013,4,34.64
Nairobi,cereals and tubers,Potatoes (Irish),2013,5,38.37
Nairobi,cereals and tubers,Potatoes (Irish),2013,6,41.22
Nairobi,cereals and tubers,Potatoes (Irish),2013,7,33.64
Nairobi,cereals and tubers,Potatoes (Irish),2013,8,36.83
Nairobi,cereals and tubers,Potatoes (Irish),2013,9,38.17
Nairobi,cereals and tubers,Potatoes (Irish),2013,10,36.46
Nairobi,cereals and tubers,Potatoes (Irish),2013,12,38.7
Nairobi,cereals and tubers,Potatoes (Irish),2014,1,32.71
Nairobi,cereals and tubers,Potatoes (Irish),2014,3,35.64
Nairobi,cereals and tubers,Potatoes (Irish),2014,4,40.22
Nairobi,cereals and tubers,Potatoes (Irish),2014,5,44.12
Nairobi,cereals and tubers,Potatoes (Irish),2014,6,37.29
Nairobi,cereals and tubers,Potatoes (Irish),2014,7,34.54
Nairobi,cereals and tubers,Potatoes (Irish),2014,8,30.9
Nairobi,cereals and tubers,Potatoes (Irish),2014,9,31.07
Nairobi,cereals and tubers,Potatoes (Irish),2014,10,33.28
Nairobi,cereals and tubers,Potatoes (Irish),2014,12,31.62
Nairobi,cereals and tubers,Potatoes (Irish),2015,1,34.29
Nairobi,cereals and tubers,Potatoes (Irish),2015,4,28.48
Nairobi,cereals and tubers,Potatoes (Irish),2015,5,29.13
Nairobi,cereals and tubers,Potatoes (Irish),2015,6,23.3
Nairobi,cereals and tubers,Potatoes (Irish),2015,8,34.0
Nairobi,cereals and tubers,Potatoes (Irish),2015,9,48.4
Nairobi,cereals and tubers,Potatoes (Irish),2015,12,44.86
Nairobi,cereals and tubers,Potatoes (Irish),2016,2,41.3
Nairobi,cereals and tubers,Potatoes (Irish),2016,3,49.2
Nairobi,cereals and tubers,Potatoes (Irish),2016,5,56.7
Nairobi,cereals and tubers,Potatoes (Irish),2016,9,54.64
Nairobi,cereals and tubers,Potatoes (Irish),2016,11,54.8
Nairobi,cereals and tubers,Potatoes (Irish),2017,1,56.06
Nairobi,cereals and tubers,Potatoes (Irish),2017,2,57.88
Nairobi,cereals and tubers,Potatoes (Irish),2017,3,57.44
Nairobi,cereals and tubers,Potatoes (Irish),2017,5,59.72
Nairobi,cereals and tubers,Potatoes (Irish),2017,6,53.48
Nairobi,cereals and tubers,Potatoes (Irish),2017,7,37.5
Nairobi,cereals and tubers,Potatoes (Irish),2017,8,34.72
Nairobi,cereals and tubers,Potatoes (Irish),2017,9,40.0
Nairobi,cereals and tubers,Potatoes (Irish),2017,10,38.3
Nairobi,cereals and tubers,Potatoes (Irish),2017,11,35.76
Nairobi,cereals and tubers,Potatoes (Irish),2017,12,34.63
Nairobi,cereals and tubers,Potatoes (Irish),2018,1,38.88
Nairobi,cereals and tubers,Potatoes (Irish),2018,2,42.6
Nairobi,cereals and tubers,Potatoes (Irish),2018,4,42.55
Nairobi,cereals and tubers,Potatoes (Irish),2018,6,41.0
Nairobi,cereals and tubers,Potatoes (Irish),2018,8,55.74
Nairobi,cereals and tubers,Potatoes (Irish),2018,10,53.38
Nairobi,cereals and tubers,Potatoes (Irish),2018,11,54.5
Nairobi,cereals and tubers,Potatoes (Irish),2019,2,41.44
Nairobi,cereals and tubers,Potatoes (Irish),2019,4,51.5
Nairobi,cereals and tubers,Potatoes (Irish),2019,7,50.56
Nairobi,cereals and tubers,Potatoes (Irish),2019,8,30.4
Nairobi,cereals and tubers,Potatoes (Irish),2019,9,37.8
Nairobi,cereals and tubers,Potatoes (Irish),2019,10,50.0
Nairobi,cereals and tubers,Potatoes (Irish),2019,11,56.4
Nairobi,cereals and tubers,Potatoes (Irish),2020,1,44.8
Nairobi,cereals and tubers,Potatoes (Irish),2020,3,54.67
Nairobi,cereals and tubers,"Potatoes (Irish, red)",2021,3,44.34
Nairobi,cereals and tubers,"Potatoes (Irish, red)",2021,4,48.66
Nairobi,cereals and tubers,"Potatoes (Irish, red)",2021,6,48.34
Nairobi,cereals and tubers,"Potatoes (Irish, red)",2021,7,30.0
Nairobi,cereals and tubers,"Potatoes (Irish, red)",2022,12,64.3
Nairobi,cereals and tubers,"Potatoes (Irish, red)",2023,7,49.04
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2021,2,34.0
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2021,4,48.66
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2021,5,40.25
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2021,6,37.95
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2021,7,26.25
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2021,8,24.0
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2021,9,22.5
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2021,10,24.83
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2021,11,25.32
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2021,12,35.080000000000005
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2022,1,38.56
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2022,2,44.025
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2022,3,40.849999999999994
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2022,5,56.10666666666666
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2022,6,50.88
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2022,7,43.7
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2022,9,45.4
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2022,10,58.974999999999994
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2022,11,74.95
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2022,12,55.769999999999996
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2023,1,61.56
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2023,2,58.07
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2023,4,63.62
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2023,5,64.16499999999999
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2023,6,47.870000000000005
Nairobi,cereals and tubers,"Potatoes (Irish, white)",2023,7,51.18
Nairobi,cereals and tubers,Rice (aromatic),2021,2,132.5
Nairobi,cereals and tubers,Rice (aromatic),2021,3,130.0
Nairobi,cereals and tubers,Rice (aromatic),2021,6,150.0
Nairobi,cereals and tubers,Rice (aromatic),2021,7,132.5
Nairobi,cereals and tubers,Rice (aromatic),2021,8,130.0
Nairobi,cereals and tubers,Rice (aromatic),2021,9,170.0
Nairobi,cereals and tubers,Rice (aromatic),2021,10,142.03
Nairobi,cereals and tubers,Rice (aromatic),2021,11,138.33
Nairobi,cereals and tubers,Rice (aromatic),2021,12,145.63
Nairobi,cereals and tubers,Rice (aromatic),2022,1,134.57999999999998
Nairobi,cereals and tubers,Rice (aromatic),2022,2,134.16500000000002
Nairobi,cereals and tubers,Rice (aromatic),2022,3,132.75
Nairobi,cereals and tubers,Rice (aromatic),2022,4,137.5
Nairobi,cereals and tubers,Rice (aromatic),2022,6,151.66
Nairobi,cereals and tubers,Rice (aromatic),2022,8,153.25
Nairobi,cereals and tubers,Rice (aromatic),2022,10,191.25
Nairobi,cereals and tubers,Rice (aromatic),2022,11,195.0
Nairobi,cereals and tubers,Rice (aromatic),2022,12,181.0
Nairobi,cereals and tubers,Rice (aromatic),2023,1,166.04
Nairobi,cereals and tubers,Rice (aromatic),2023,2,161.88
Nairobi,cereals and tubers,Rice (aromatic),2023,3,173.17000000000002
Nairobi,cereals and tubers,Rice (aromatic),2023,4,173.16500000000002
Nairobi,cereals and tubers,Rice (aromatic),2023,5,164.75
Nairobi,cereals and tubers,Rice (aromatic),2023,6,165.0
Nairobi,cereals and tubers,Rice (aromatic),2023,7,173.32999999999998
Nairobi,cereals and tubers,Sorghum,2006,1,21.78
Nairobi,cereals and tubers,Sorghum,2006,3,25.0
Nairobi,cereals and tubers,Sorghum,2006,5,22.38
Nairobi,cereals and tubers,Sorghum,2006,6,21.98
Nairobi,cereals and tubers,Sorghum,2006,7,18.67
Nairobi,cereals and tubers,Sorghum,2006,11,23.42
Nairobi,cereals and tubers,Sorghum,2007,2,18.56
Nairobi,cereals and tubers,Sorghum,2007,3,19.16
Nairobi,cereals and tubers,Sorghum,2007,4,19.12
Nairobi,cereals and tubers,Sorghum,2007,5,17.99
Nairobi,cereals and tubers,Sorghum,2007,6,17.45
Nairobi,cereals and tubers,Sorghum,2007,9,20.12
Nairobi,cereals and tubers,Sorghum,2007,10,17.58
Nairobi,cereals and tubers,Sorghum,2007,11,20.0
Nairobi,cereals and tubers,Sorghum,2007,12,20.37
Nairobi,cereals and tubers,Sorghum,2008,6,28.17
Nairobi,cereals and tubers,Sorghum,2008,7,24.71
Nairobi,cereals and tubers,Sorghum,2008,8,25.82
Nairobi,cereals and tubers,Sorghum,2008,9,25.89
Nairobi,cereals and tubers,Sorghum,2008,10,30.19
Nairobi,cereals and tubers,Sorghum,2008,12,36.18
Nairobi,cereals and tubers,Sorghum,2009,2,34.17
Nairobi,cereals and tubers,Sorghum,2009,3,31.11
Nairobi,cereals and tubers,Sorghum,2009,5,31.11
Nairobi,cereals and tubers,Sorghum,2009,7,31.11
Nairobi,cereals and tubers,Sorghum,2009,9,31.11
Nairobi,cereals and tubers,Sorghum,2009,10,30.64
Nairobi,cereals and tubers,Sorghum,2010,2,30.42
Nairobi,cereals and tubers,Sorghum,2010,3,32.22
Nairobi,cereals and tubers,Sorghum,2010,4,32.61
Nairobi,cereals and tubers,Sorghum,2010,5,33.33
Nairobi,cereals and tubers,Sorghum,2010,7,33.93
Nairobi,cereals and tubers,Sorghum,2010,8,33.26
Nairobi,cereals and tubers,Sorghum,2010,9,32.27
Nairobi,cereals and tubers,Sorghum,2010,12,30.71
Nairobi,cereals and tubers,Sorghum,2011,2,33.22
Nairobi,cereals and tubers,Sorghum,2011,3,32.76
Nairobi,cereals and tubers,Sorghum,2011,4,33.33
Nairobi,cereals and tubers,Sorghum,2011,5,33.33
Nairobi,cereals and tubers,Sorghum,2011,6,36.39
Nairobi,cereals and tubers,Sorghum,2011,8,42.11
Nairobi,cereals and tubers,Sorghum,2011,9,40.0
Nairobi,cereals and tubers,Sorghum,2011,12,40.5
Nairobi,cereals and tubers,Sorghum,2012,2,42.22
Nairobi,cereals and tubers,Sorghum,2012,3,39.39
Nairobi,cereals and tubers,Sorghum,2012,4,37.5
Nairobi,cereals and tubers,Sorghum,2012,6,41.11
Nairobi,cereals and tubers,Sorghum,2012,8,33.33
Nairobi,cereals and tubers,Sorghum,2012,9,41.11
Nairobi,cereals and tubers,Sorghum,2012,10,42.31
Nairobi,cereals and tubers,Sorghum,2013,1,48.44
Nairobi,cereals and tubers,Sorghum,2013,2,60.67
Nairobi,cereals and tubers,Sorghum,2013,3,61.11
Nairobi,cereals and tubers,Sorghum,2013,4,49.11
Nairobi,cereals and tubers,Sorghum,2013,6,43.11
Nairobi,cereals and tubers,Sorghum,2013,9,37.14
Nairobi,cereals and tubers,Sorghum,2013,10,38.57
Nairobi,cereals and tubers,Sorghum,2013,11,37.91
Nairobi,cereals and tubers,Sorghum,2013,12,37.94
Nairobi,cereals and tubers,Sorghum,2014,1,38.7
Nairobi,cereals and tubers,Sorghum,2014,2,40.0
Nairobi,cereals and tubers,Sorghum,2014,3,40.76
Nairobi,cereals and tubers,Sorghum,2014,6,44.59
Nairobi,cereals and tubers,Sorghum,2014,9,43.47
Nairobi,cereals and tubers,Sorghum,2014,10,40.3
Nairobi,cereals and tubers,Sorghum,2015,1,40.82
Nairobi,cereals and tubers,Sorghum,2015,2,41.22
Nairobi,cereals and tubers,Sorghum,2015,3,43.22
Nairobi,cereals and tubers,Sorghum,2015,4,41.67
Nairobi,cereals and tubers,Sorghum,2015,5,41.24
Nairobi,cereals and tubers,Sorghum,2015,7,39.07
Nairobi,cereals and tubers,Sorghum,2015,8,39.44
Nairobi,cereals and tubers,Sorghum,2015,9,38.31
Nairobi,cereals and tubers,Sorghum,2015,10,40.33
Nairobi,cereals and tubers,Sorghum,2015,11,38.64
Nairobi,cereals and tubers,Sorghum,2015,12,37.64
Nairobi,cereals and tubers,Sorghum,2016,2,34.17
Nairobi,cereals and tubers,Sorghum,2016,3,38.67
Nairobi,cereals and tubers,Sorghum,2016,8,36.84
Nairobi,cereals and tubers,Sorghum,2016,9,36.69
Nairobi,cereals and tubers,Sorghum,2016,10,37.83
Nairobi,cereals and tubers,Sorghum,2016,11,39.56
Nairobi,cereals and tubers,Sorghum,2016,12,41.11
Nairobi,cereals and tubers,Sorghum,2017,2,41.5
Nairobi,cereals and tubers,Sorghum,2017,3,44.18
Nairobi,cereals and tubers,Sorghum,2017,4,55.86
Nairobi,cereals and tubers,Sorghum,2017,5,58.62
Nairobi,cereals and tubers,Sorghum,2017,6,57.8
Nairobi,cereals and tubers,Sorghum,2017,7,58.39
Nairobi,cereals and tubers,Sorghum,2017,8,54.29
Nairobi,cereals and tubers,Sorghum,2017,10,57.68
Nairobi,cereals and tubers,Sorghum,2018,1,44.51
Nairobi,cereals and tubers,Sorghum,2018,2,47.0
Nairobi,cereals and tubers,Sorghum,2018,3,49.79
Nairobi,cereals and tubers,Sorghum,2018,4,49.0
Nairobi,cereals and tubers,Sorghum,2018,6,43.44
Nairobi,cereals and tubers,Sorghum,2018,8,42.46
Nairobi,cereals and tubers,Sorghum,2018,9,40.22
Nairobi,cereals and tubers,Sorghum,2019,1,38.53
Nairobi,cereals and tubers,Sorghum,2019,3,40.0
Nairobi,cereals and tubers,Sorghum,2019,4,45.99
Nairobi,cereals and tubers,Sorghum,2019,7,74.58
Nairobi,cereals and tubers,Sorghum,2019,8,76.11
Nairobi,cereals and tubers,Sorghum,2019,9,71.03
Nairobi,cereals and tubers,Sorghum,2020,1,58.89
Nairobi,cereals and tubers,Sorghum (white),2021,5,65.0
Nairobi,cereals and tubers,Sorghum (white),2022,2,90.0
Nairobi,cereals and tubers,Sorghum (white),2023,7,70.0
Nairobi,pulses and nuts,Beans,2006,1,42.31
Nairobi,pulses and nuts,Beans,2006,2,47.1
Nairobi,pulses and nuts,Beans,2006,3,42.31
Nairobi,pulses and nuts,Beans,2006,4,47.1
Nairobi,pulses and nuts,Beans,2006,6,33.07
Nairobi,pulses and nuts,Beans,2006,7,30.3
Nairobi,pulses and nuts,Beans,2006,8,30.59
Nairobi,pulses and nuts,Beans,2006,11,34.03
Nairobi,pulses and nuts,Beans,2006,12,31.98
Nairobi,pulses and nuts,Beans,2007,1,33.38
Nairobi,pulses and nuts,Beans,2007,2,31.35
Nairobi,pulses and nuts,Beans,2007,5,33.22
Nairobi,pulses and nuts,Beans,2007,7,35.38
Nairobi,pulses and nuts,Beans,2007,10,35.09
Nairobi,pulses and nuts,Beans,2007,12,37.84
Nairobi,pulses and nuts,Beans,2008,1,40.39
Nairobi,pulses and nuts,Beans,2008,2,40.46
Nairobi,pulses and nuts,Beans,2008,4,56.73
Nairobi,pulses and nuts,Beans,2008,5,57.29
Nairobi,pulses and nuts,Beans,2008,7,53.8
Nairobi,pulses and nuts,Beans,2008,8,51.23
Nairobi,pulses and nuts,Beans,2008,9,51.06
Nairobi,pulses and nuts,Beans,2009,1,50.9
Nairobi,pulses and nuts,Beans,2009,2,52.57
Nairobi,pulses and nuts,Beans,2009,3,52.78
Nairobi,pulses and nuts,Beans,2009,6,50.9
Nairobi,pulses and nuts,Beans,2009,8,46.16
Nairobi,pulses and nuts,Beans,2009,10,50.88
Nairobi,pulses and nuts,Beans,2009,12,51.93
Nairobi,pulses and nuts,Beans,2010,2,45.7
Nairobi,pulses and nuts,Beans,2010,3,51.29
Nairobi,pulses and nuts,Beans,2010,5,46.97
Nairobi,pulses and nuts,Beans,2010,8,49.06
Nairobi,pulses and nuts,Beans,2010,10,60.76
Nairobi,pulses and nuts,Beans,2010,11,62.99
Nairobi,pulses and nuts,Beans,2010,12,61.05
Nairobi,pulses and nuts,Beans,2011,3,50.41
Nairobi,pulses and nuts,Beans,2011,4,71.89
Nairobi,pulses and nuts,Beans,2011,5,79.42
Nairobi,pulses and nuts,Beans,2011,7,63.53
Nairobi,pulses and nuts,Beans,2011,10,67.18
Nairobi,pulses and nuts,Beans,2011,11,59.56
Nairobi,pulses and nuts,Beans,2011,12,61.4
Nairobi,pulses and nuts,Beans,2012,1,58.57
Nairobi,pulses and nuts,Beans,2012,8,51.7
Nairobi,pulses and nuts,Beans,2012,9,53.36
Nairobi,pulses and nuts,Beans,2012,10,57.08
Nairobi,pulses and nuts,Beans,2012,12,58.58
Nairobi,pulses and nuts,Beans,2013,2,60.83
Nairobi,pulses and nuts,Beans,2013,3,72.52
Nairobi,pulses and nuts,Beans,2013,5,64.53
Nairobi,pulses and nuts,Beans,2013,8,65.85
Nairobi,pulses and nuts,Beans,2013,9,72.53
Nairobi,pulses and nuts,Beans,2013,12,61.09
Nairobi,pulses and nuts,Beans,2014,1,65.32
Nairobi,pulses and nuts,Beans,2014,2,68.41
Nairobi,pulses and nuts,Beans,2014,3,68.62
Nairobi,pulses and nuts,Beans,2014,4,67.07
Nairobi,pulses and nuts,Beans,2014,5,68.89
Nairobi,pulses and nuts,Beans,2014,10,55.07
Nairobi,pulses and nuts,Beans,2014,11,55.3
Nairobi,pulses and nuts,Beans,2015,1,58.26
Nairobi,pulses and nuts,Beans,2015,2,63.88
Nairobi,pulses and nuts,Beans,2015,3,72.9
Nairobi,pulses and nuts,Beans,2015,7,60.52
Nairobi,pulses and nuts,Beans,2017,9,63.33
Nairobi,pulses and nuts,Beans,2018,2,71.47
Nairobi,pulses and nuts,Beans,2018,6,54.71
Nairobi,pulses and nuts,Beans,2018,8,50.11
Nairobi,pulses and nuts,Beans,2018,9,54.61
Nairobi,pulses and nuts,Beans,2018,10,56.01
Nairobi,pulses and nuts,Beans,2018,11,52.03
Nairobi,pulses and nuts,Beans,2018,12,55.5
Nairobi,pulses and nuts,Beans,2019,1,52.15
Nairobi,pulses and nuts,Beans,2019,2,49.11
Nairobi,pulses and nuts,Beans,2019,4,50.67
Nairobi,pulses and nuts,Beans,2019,6,54.99
Nairobi,pulses and nuts,Beans,2019,7,75.58
Nairobi,pulses and nuts,Beans,2021,6,65.81
Nairobi,pulses and nuts,Beans,2021,7,65.65
Nairobi,pulses and nuts,Beans,2021,8,60.93
Nairobi,pulses and nuts,Beans,2021,9,60.05
Nairobi,pulses and nuts,Beans,2021,10,64.79
Nairobi,pulses and nuts,Beans,2021,11,66.74
Nairobi,pulses and nuts,Beans (dolichos),2021,1,92.5
Nairobi,pulses and nuts,Beans (dolichos),2021,2,110.0
Nairobi,pulses and nuts,Beans (dolichos),2021,3,100.0
Nairobi,pulses and nuts,Beans (dolichos),2021,4,97.5
Nairobi,pulses and nuts,Beans (dolichos),2021,5,100.0
Nairobi,pulses and nuts,Beans (dolichos),2021,6,37.07
Nairobi,pulses and nuts,Beans (dolichos),2021,7,93.33
Nairobi,pulses and nuts,Beans (dolichos),2021,9,91.26
Nairobi,pulses and nuts,Beans (dolichos),2021,10,130.0
Nairobi,pulses and nuts,Beans (dolichos),2021,11,94.63499999999999
Nairobi,pulses and nuts,Beans (dolichos),2021,12,86.0
Nairobi,pulses and nuts,Beans (dolichos),2022,1,92.5
Nairobi,pulses and nuts,Beans (dolichos),2022,2,86.94
Nairobi,pulses and nuts,Beans (dolichos),2022,3,70.565
Nairobi,pulses and nuts,Beans (dolichos),2022,4,69.89
Nairobi,pulses and nuts,Beans (dolichos),2022,5,80.09
Nairobi,pulses and nuts,Beans (dolichos),2022,7,123.08
Nairobi,pulses and nuts,Beans (dolichos),2022,8,105.17
Nairobi,pulses and nuts,Beans (dolichos),2022,9,124.87
Nairobi,pulses and nuts,Beans (dolichos),2022,11,137.19
Nairobi,pulses and nuts,Beans (dolichos),2022,12,142.89499999999998
Nairobi,pulses and nuts,Beans (dolichos),2023,1,147.48000000000002
Nairobi,pulses and nuts,Beans (dolichos),2023,3,155.8
Nairobi,pulses and nuts,Beans (dolichos),2023,4,163.495
Nairobi,pulses and nuts,Beans (dolichos),2023,5,163.74
Nairobi,pulses and nuts,Beans (dolichos),2023,6,160.64499999999998
Nairobi,pulses and nuts,Beans (dolichos),2023,7,166.02666666666667
Nairobi,pulses and nuts,Beans (dry),2006,2,38.72
Nairobi,pulses and nuts,Beans (dry),2006,3,41.78
Nairobi,pulses and nuts,Beans (dry),2006,4,47.89
Nairobi,pulses and nuts,Beans (dry),2006,8,32.09
Nairobi,pulses and nuts,Beans (dry),2006,9,34.37
Nairobi,pulses and nuts,Beans (dry),2007,1,34.52
Nairobi,pulses and nuts,Beans (dry),2007,3,33.96
Nairobi,pulses and nuts,Beans (dry),2007,6,34.26
Nairobi,pulses and nuts,Beans (dry),2007,7,36.23
Nairobi,pulses and nuts,Beans (dry),2008,2,42.22
Nairobi,pulses and nuts,Beans (dry),2008,3,55.33
Nairobi,pulses and nuts,Beans (dry),2008,4,59.7
Nairobi,pulses and nuts,Beans (dry),2008,5,59.0
Nairobi,pulses and nuts,Beans (dry),2008,6,56.59
Nairobi,pulses and nuts,Beans (dry),2008,7,55.13
Nairobi,pulses and nuts,Beans (dry),2008,8,53.01
Nairobi,pulses and nuts,Beans (dry),2008,11,55.77
Nairobi,pulses and nuts,Beans (dry),2009,1,53.61
Nairobi,pulses and nuts,Beans (dry),2009,3,53.33
Nairobi,pulses and nuts,Beans (dry),2009,4,53.67
Nairobi,pulses and nuts,Beans (dry),2009,5,60.28
Nairobi,pulses and nuts,Beans (dry),2009,6,56.11
Nairobi,pulses and nuts,Beans (dry),2009,7,50.0
Nairobi,pulses and nuts,Beans (dry),2009,10,52.09
Nairobi,pulses and nuts,Beans (dry),2009,11,54.67
Nairobi,pulses and nuts,Beans (dry),2009,12,53.07
Nairobi,pulses and nuts,Beans (dry),2010,1,51.02
Nairobi,pulses and nuts,Beans (dry),2010,2,47.2
Nairobi,pulses and nuts,Beans (dry),2010,3,51.91
Nairobi,pulses and nuts,Beans (dry),2010,4,52.93
Nairobi,pulses and nuts,Beans (dry),2010,5,53.33
Nairobi,pulses and nuts,Beans (dry),2010,6,52.56
Nairobi,pulses and nuts,Beans (dry),2010,8,49.47
Nairobi,pulses and nuts,Beans (dry),2010,10,49.44
Nairobi,pulses and nuts,Beans (dry),2010,11,49.5
Nairobi,pulses and nuts,Beans (dry),2010,12,52.8
Nairobi,pulses and nuts,Beans (dry),2011,5,79.19
Nairobi,pulses and nuts,Beans (dry),2011,9,76.07
Nairobi,pulses and nuts,Beans (dry),2011,11,62.0
Nairobi,pulses and nuts,Beans (dry),2011,12,64.11
Nairobi,pulses and nuts,Beans (dry),2012,1,57.78
Nairobi,pulses and nuts,Beans (dry),2012,2,60.0
